Image,Bead,X_measured_FWHM,Y_measured_FWHM,Z_measured_FWHM,X_theoretical_FWHM,Y_theoretical_FWHM,Z_theoretical_FWHM,X_ratio,Y_ratio,Z_ratio,X_fit,Y_fit,Z_fit,Lateral_Asymmetry,X_coordinate,Y_coordinate,X_validity,Y_validity,Z_validity
Image4,bead23,0.274,0.261,0.659,0.222,0.222,0.836,1.24,1.17,0.79,0.9936610126528783,0.9951346986735908,0.9753313922768595,0.95,397,543,valid,valid,valid
Image4,bead24,0.276,0.279,0.684,0.222,0.222,0.836,1.24,1.25,0.82,0.9953945127401813,0.9971631211746688,0.9778108143242824,0.99,397,289,valid,valid,valid
Image4,bead25,0.267,0.275,0.7,0.222,0.222,0.836,1.2,1.24,0.84,0.9977751375990125,0.998170726068288,0.9758632553203919,0.97,441,591,valid,valid,valid
Image4,bead26,0.272,0.271,0.714,0.222,0.222,0.836,1.22,1.22,0.85,0.9954493753685185,0.9957454337097614,0.978717660474243,1.0,601,397,valid,valid,valid
Image4,bead27,0.264,0.275,0.684,0.222,0.222,0.836,1.19,1.24,0.82,0.9959724811179432,0.9968535649948123,0.9796257667962653,0.96,662,1043,valid,valid,valid
Image4,bead28,0.264,0.268,0.689,0.222,0.222,0.836,1.19,1.21,0.82,0.9964548060960344,0.9967359016886036,0.9804140196941943,0.98,1135,485,valid,valid,valid
Image4,bead29,0.268,0.276,0.67,0.222,0.222,0.836,1.2,1.24,0.8,0.9974578231319708,0.9973685939720139,0.9782752396302663,0.97,675,633,valid,valid,valid
Image4,bead30,0.269,0.273,0.692,0.222,0.222,0.836,1.21,1.23,0.83,0.9979046275002479,0.995816989251817,0.9768637008175086,0.99,634,1122,valid,valid,valid
Image4,bead31,0.275,0.277,0.734,0.222,0.222,0.836,1.24,1.25,0.88,0.9977295044803789,0.9968148176067375,0.9836189829117575,1.0,1233,1038,valid,valid,valid
Image4,bead32,0.259,0.269,0.665,0.222,0.222,0.836,1.17,1.21,0.79,0.9962322482729663,0.9969862745333319,0.9804852986954169,0.97,470,995,valid,valid,valid
Image4,bead33,0.267,0.261,0.676,0.222,0.222,0.836,1.2,1.18,0.81,0.997073829313597,0.9942440409803666,0.9774428080676443,0.98,570,879,valid,valid,valid
Image4,bead34,0.269,0.266,0.666,0.222,0.222,0.836,1.21,1.19,0.8,0.9973761889682174,0.9971682107435818,0.9737303441322112,0.99,457,817,valid,valid,valid
Image4,bead35,0.271,0.274,0.716,0.222,0.222,0.836,1.22,1.23,0.86,0.998455200213353,0.9968150212846234,0.9821361521614378,0.99,930,682,valid,valid,valid
Image4,bead36,0.268,0.277,0.673,0.222,0.222,0.836,1.2,1.25,0.8,0.9978815882123285,0.9982804596756747,0.9821950710631234,0.97,656,98,valid,valid,valid
Image4,bead37,0.277,0.269,0.666,0.222,0.222,0.836,1.24,1.21,0.8,0.9967186095081375,0.9941102176137756,0.9787517390968745,0.97,404,966,valid,valid,valid
Image4,bead38,0.272,0.276,0.692,0.222,0.222,0.836,1.23,1.24,0.83,0.9961981098576418,0.9942238666427461,0.9734949801422074,0.99,205,513,valid,valid,valid
Image4,bead39,0.268,0.265,0.67,0.222,0.222,0.836,1.2,1.19,0.8,0.9978995518268741,0.9971505791351669,0.9752762989689497,0.99,364,680,valid,valid,valid
Image4,bead40,0.275,0.261,0.686,0.222,0.222,0.836,1.24,1.17,0.82,0.9938944656485491,0.9936542530829083,0.9796563001563235,0.95,255,1209,valid,valid,valid
Image4,bead41,0.263,0.272,0.689,0.222,0.222,0.836,1.19,1.23,0.82,0.9971878788819498,0.9971718059254943,0.9805523468989038,0.97,902,939,valid,valid,valid
Image4,bead42,0.267,0.273,0.687,0.222,0.222,0.836,1.2,1.23,0.82,0.9967743525865339,0.9940406020102321,0.9789113032658813,0.98,180,1088,valid,valid,valid
Image4,bead43,0.27,0.275,0.672,0.222,0.222,0.836,1.22,1.24,0.8,0.9953392260659172,0.9952382949232791,0.9800580287100835,0.98,102,693,valid,valid,valid
Image4,bead44,0.279,0.269,0.655,0.222,0.222,0.836,1.26,1.21,0.78,0.9960410729539694,0.9962659107763409,0.9805211936959799,0.96,831,143,valid,valid,valid
Image4,bead45,0.278,0.276,0.68,0.222,0.222,0.836,1.25,1.24,0.81,0.9956110545535927,0.9957585441504899,0.9803849786386661,0.99,206,587,valid,valid,valid
Image4,bead46,0.27,0.256,0.64,0.222,0.222,0.836,1.22,1.15,0.77,0.9931132848069002,0.9961613589455993,0.9775339899403639,0.95,814,949,valid,valid,valid
Image4,bead47,0.267,0.266,0.669,0.222,0.222,0.836,1.2,1.2,0.8,0.9962574125291835,0.995969977058294,0.9831592518090952,1.0,251,252,valid,valid,valid
Image4,bead48,0.265,0.272,0.687,0.222,0.222,0.836,1.19,1.22,0.82,0.9913171526465668,0.9951266514303164,0.9832438132163516,0.98,29,926,valid,valid,valid
Image4,bead49,0.274,0.275,0.679,0.222,0.222,0.836,1.24,1.24,0.81,0.99639173281424,0.9958741736046185,0.9809686527185848,1.0,691,784,valid,valid,valid
Image4,bead50,0.276,0.261,0.689,0.222,0.222,0.836,1.24,1.18,0.82,0.9943842619262239,0.9960388451460092,0.9855811250835946,0.95,1251,1251,valid,valid,valid
Image4,bead51,0.271,0.278,0.673,0.222,0.222,0.836,1.22,1.25,0.8,0.9957583475226607,0.9969463103209227,0.9826784305900642,0.97,264,1124,valid,valid,valid
Image4,bead52,0.274,0.269,0.631,0.222,0.222,0.836,1.23,1.21,0.75,0.9954781481734997,0.9986813846324005,0.9798563987763603,0.98,919,87,valid,valid,valid
Image4,bead53,0.269,0.279,0.681,0.222,0.222,0.836,1.21,1.25,0.81,0.9956693917192408,0.996464724136043,0.9776675789901019,0.97,617,649,valid,valid,valid
Image4,bead54,0.278,0.268,0.7,0.222,0.222,0.836,1.25,1.21,0.84,0.992746642378522,0.9960217605202796,0.9827717170028378,0.96,715,1252,valid,valid,valid
Image4,bead55,0.281,0.283,0.642,0.222,0.222,0.836,1.26,1.27,0.77,0.9939042380982437,0.9909197470483896,0.973995700564742,0.99,548,379,valid,valid,valid
Image4,bead56,0.262,0.268,0.661,0.222,0.222,0.836,1.18,1.21,0.79,0.9957053848831132,0.9957119826843296,0.9816949541031638,0.98,348,150,valid,valid,valid
Image4,bead57,0.275,0.269,0.682,0.222,0.222,0.836,1.24,1.21,0.82,0.9930694902751926,0.9951574765433193,0.9800791713716562,0.98,106,154,valid,valid,valid
Image4,bead58,0.276,0.276,0.68,0.222,0.222,0.836,1.24,1.24,0.81,0.9952911083308867,0.9953450024728365,0.9780461389200525,1.0,934,1218,valid,valid,valid
Image4,bead59,0.276,0.275,0.674,0.222,0.222,0.836,1.24,1.24,0.81,0.996139215749663,0.9944611355490357,0.9773881530475833,1.0,583,793,valid,valid,valid
Image4,bead60,0.261,0.261,0.651,0.222,0.222,0.836,1.18,1.18,0.78,0.9951359944878208,0.9956934947972114,0.9784862257142263,1.0,533,554,valid,valid,valid
Image4,bead61,0.262,0.258,0.668,0.222,0.222,0.836,1.18,1.16,0.8,0.995371163071077,0.9952297500747724,0.9822698164200125,0.99,86,320,valid,valid,valid
Image4,bead62,0.27,0.264,0.657,0.222,0.222,0.836,1.22,1.19,0.79,0.9954538741506659,0.9966133441712373,0.9697789603900837,0.98,403,348,valid,valid,valid
Image4,bead63,0.261,0.268,0.66,0.222,0.222,0.836,1.18,1.2,0.79,0.9949961735056742,0.9896737663935598,0.9782151853643006,0.98,778,1257,valid,valid,valid
Image4,bead64,0.269,0.261,0.691,0.222,0.222,0.836,1.21,1.18,0.83,0.9935571482005291,0.9951577988654091,0.9779320783377898,0.97,176,685,valid,valid,valid
Image4,bead65,0.275,0.269,0.659,0.222,0.222,0.836,1.24,1.21,0.79,0.9956170062280835,0.9951850017318724,0.9782251502061117,0.98,325,369,valid,valid,valid
Image4,bead66,0.26,0.273,0.684,0.222,0.222,0.836,1.17,1.23,0.82,0.9944842795199328,0.9888288417131889,0.9754892782184894,0.95,167,1025,valid,valid,valid
Image4,bead67,0.269,0.256,0.67,0.222,0.222,0.836,1.21,1.15,0.8,0.9936961819611089,0.9881037446194314,0.9741000955442163,0.96,796,720,valid,valid,valid
Image4,bead68,0.259,0.278,0.623,0.222,0.222,0.836,1.17,1.25,0.75,0.9916156495697929,0.9865378948093637,0.9694746182552013,0.93,149,287,valid,valid,valid
Image4,bead69,0.274,0.265,0.621,0.222,0.222,0.836,1.23,1.19,0.74,0.9947459535643177,0.9891203016123804,0.9797582200456408,0.97,1226,250,valid,valid,valid
Image4,bead70,0.229,0.237,0.627,0.222,0.222,0.836,1.03,1.07,0.75,0.949181327691544,0.9333890390526474,0.9388814107320912,0.96,239,708,R2 below R2 Threshold,R2 below R2 Threshold,R2 below R2 Threshold
Image5,bead0,0.273,0.273,0.667,0.222,0.222,0.836,1.23,1.23,0.8,0.9967263748804359,0.9958776293137155,0.9772140501852199,1.0,224,902,valid,valid,valid
Image5,bead1,0.282,0.275,0.703,0.222,0.222,0.836,1.27,1.24,0.84,0.9980086578706521,0.9965284069544834,0.9806515036666978,0.97,83,1226,valid,valid,valid
Image5,bead2,0.268,0.271,0.664,0.222,0.222,0.836,1.21,1.22,0.79,0.997449092970628,0.9974603741169674,0.9786552210333762,0.99,930,716,valid,valid,valid
Image5,bead3,0.276,0.28,0.694,0.222,0.222,0.836,1.24,1.26,0.83,0.9983830861913,0.9979030400244081,0.9752448345911107,0.99,1003,919,valid,valid,valid
Image5,bead4,0.271,0.276,0.705,0.222,0.222,0.836,1.22,1.24,0.84,0.9983466956862445,0.9983492963879864,0.978974459664158,0.98,1093,347,valid,valid,valid
Image5,bead5,0.279,0.278,0.688,0.222,0.222,0.836,1.26,1.25,0.82,0.9983978746889298,0.9964238039092738,0.9839300743327462,0.99,889,1188,valid,valid,valid
Image5,bead6,0.28,0.281,0.697,0.222,0.222,0.836,1.26,1.26,0.83,0.9972562779429318,0.9967851719699252,0.9752413733598401,1.0,720,597,valid,valid,valid
Image5,bead7,0.27,0.274,0.666,0.222,0.222,0.836,1.22,1.23,0.8,0.9977640190120675,0.9978500817726185,0.9791280563448453,0.98,220,807,valid,valid,valid
Image5,bead8,0.271,0.271,0.684,0.222,0.222,0.836,1.22,1.22,0.82,0.9971324639256908,0.9972434499280195,0.9772931287685475,1.0,662,308,valid,valid,valid
Image5,bead9,0.272,0.279,0.684,0.222,0.222,0.836,1.23,1.26,0.82,0.9966188342697414,0.9972268108563777,0.9797004228908482,0.98,555,1082,valid,valid,valid
Image5,bead10,0.265,0.272,0.679,0.222,0.222,0.836,1.19,1.22,0.81,0.9976159097119506,0.9946716150148336,0.9785932591477131,0.97,250,1196,valid,valid,valid
Image5,bead11,0.273,0.279,0.684,0.222,0.222,0.836,1.23,1.25,0.82,0.998406093563139,0.9980785829559886,0.9815196501200125,0.98,206,123,valid,valid,valid
Image5,bead12,0.267,0.276,0.683,0.222,0.222,0.836,1.2,1.24,0.82,0.9981322034814972,0.9980179441224559,0.976938176863434,0.97,291,347,valid,valid,valid
Image5,bead13,0.266,0.268,0.705,0.222,0.222,0.836,1.2,1.2,0.84,0.9977552388918137,0.9974435069611923,0.9769730143034788,0.99,985,479,valid,valid,valid
Image5,bead14,0.276,0.261,0.69,0.222,0.222,0.836,1.24,1.17,0.82,0.9955452468619209,0.9947056005440618,0.9815800312130478,0.95,1034,121,valid,valid,valid
Image5,bead15,0.278,0.279,0.676,0.222,0.222,0.836,1.25,1.26,0.81,0.9979199210799011,0.9981299139716028,0.9767206666853062,1.0,1075,597,valid,valid,valid
Image5,bead16,0.271,0.276,0.676,0.222,0.222,0.836,1.22,1.24,0.81,0.9975576593258724,0.996626653485612,0.9758178613749897,0.98,554,793,valid,valid,valid
Image5,bead17,0.27,0.272,0.681,0.222,0.222,0.836,1.21,1.23,0.81,0.9975325907105517,0.9979038707405846,0.9766399872453683,0.99,688,943,valid,valid,valid
Image5,bead18,0.272,0.267,0.683,0.222,0.222,0.836,1.23,1.2,0.82,0.9970525192091165,0.996699677111169,0.9789358207167683,0.98,1063,215,valid,valid,valid
Image5,bead19,0.27,0.261,0.697,0.222,0.222,0.836,1.21,1.17,0.83,0.9950511255788287,0.9974976871464588,0.9701735612699952,0.97,613,587,valid,valid,valid
Image5,bead20,0.274,0.277,0.659,0.222,0.222,0.836,1.23,1.25,0.79,0.9979813618492908,0.9984000259874038,0.9777212745308674,0.99,941,302,valid,valid,valid
Image5,bead21,0.275,0.266,0.718,0.222,0.222,0.836,1.24,1.2,0.86,0.9973565414007787,0.9956859973062017,0.9766375397624203,0.97,541,687,valid,valid,valid
Image5,bead22,0.273,0.268,0.651,0.222,0.222,0.836,1.23,1.21,0.78,0.9973306161034402,0.9946617711890481,0.9803250085601449,0.98,1237,628,valid,valid,valid
Image5,bead23,0.269,0.279,0.69,0.222,0.222,0.836,1.21,1.25,0.82,0.9976900851297882,0.9976687401331351,0.9797375287449674,0.96,1149,555,valid,valid,valid
Image5,bead24,0.273,0.273,0.664,0.222,0.222,0.836,1.23,1.23,0.79,0.9967897888865005,0.9973328889093908,0.9759452713993297,1.0,619,913,valid,valid,valid
Image5,bead25,0.27,0.273,0.661,0.222,0.222,0.836,1.22,1.23,0.79,0.998216906693701,0.9972351871185838,0.9802614580884254,0.99,735,195,valid,valid,valid
Image5,bead26,0.27,0.272,0.687,0.222,0.222,0.836,1.21,1.22,0.82,0.9981328199285248,0.9975501145093061,0.9793972321084413,0.99,496,965,valid,valid,valid
Image5,bead27,0.272,0.272,0.655,0.222,0.222,0.836,1.22,1.22,0.78,0.9954815224501926,0.9943959062436157,0.9783250210279593,1.0,1087,413,valid,valid,valid
Image5,bead28,0.273,0.268,0.692,0.222,0.222,0.836,1.23,1.21,0.83,0.9969931098588606,0.9980316469236348,0.9791184583761674,0.98,538,150,valid,valid,valid
Image5,bead29,0.267,0.265,0.685,0.222,0.222,0.836,1.2,1.19,0.82,0.9955137972495587,0.9956330209063384,0.9763214318590198,0.99,1063,537,valid,valid,valid
Image5,bead30,0.268,0.276,0.712,0.222,0.222,0.836,1.21,1.24,0.85,0.9962143010293563,0.9968668425710385,0.9726296768260494,0.97,773,677,valid,valid,valid
Image5,bead31,,,,,,,,,,0.9960146738026989,0.9976149278943446,0.9803951842951468,,1204,1187,valid,valid,valid
Image5,bead32,0.264,0.267,0.685,0.222,0.222,0.836,1.19,1.2,0.82,0.998118834865585,0.997453847094831,0.9806793852018586,0.99,1191,517,valid,valid,valid
Image5,bead33,0.27,0.26,0.698,0.222,0.222,0.836,1.22,1.17,0.83,0.9957671506139714,0.9964902073836301,0.9757997062211614,0.96,617,376,valid,valid,valid
Image5,bead34,0.274,0.278,0.678,0.222,0.222,0.836,1.24,1.25,0.81,0.997400141860538,0.9972693565034788,0.9756900808387944,0.99,192,710,valid,valid,valid
Image5,bead35,0.274,0.271,0.692,0.222,0.222,0.836,1.23,1.22,0.83,0.9941150042212559,0.9972389173842263,0.9741354291379559,0.99,635,223,valid,valid,valid
Image5,bead36,,,,,,,,,,0.9969700666293869,0.9965006909455345,0.9768690102020052,,1075,768,valid,valid,valid
Image5,bead37,0.274,0.274,0.662,0.222,0.222,0.836,1.23,1.23,0.79,0.9956512089195183,0.9974454210847215,0.9774322277561001,1.0,988,185,valid,valid,valid
Image5,bead38,,,,,,,,,,0.9986493889446669,0.9964525410282643,0.9810107100491052,,632,1106,valid,valid,valid
Image5,bead39,0.273,0.271,0.674,0.222,0.222,0.836,1.23,1.22,0.81,0.9968438222220696,0.9965621314776879,0.9827612201529667,1.0,182,566,valid,valid,valid
Image5,bead40,0.26,0.277,0.68,0.222,0.222,0.836,1.17,1.25,0.81,0.997097694335961,0.9969355637616051,0.9810913344952736,0.94,801,1130,valid,valid,valid
Image5,bead41,0.271,0.264,0.709,0.222,0.222,0.836,1.22,1.19,0.85,0.9979765687470254,0.9972528137280557,0.9781058879557799,0.98,126,984,valid,valid,valid
Image5,bead42,0.269,0.264,0.668,0.222,0.222,0.836,1.21,1.19,0.8,0.9958214978874718,0.9954737518939207,0.9822588282808531,0.98,1242,554,valid,valid,valid
Image5,bead43,0.264,0.272,0.683,0.222,0.222,0.836,1.19,1.22,0.82,0.9967340163811463,0.9984008328932207,0.9779050959552901,0.97,801,282,valid,valid,valid
Image5,bead44,0.277,0.273,0.692,0.222,0.222,0.836,1.25,1.23,0.83,0.99678038177549,0.9960328159853745,0.9765395301804449,0.99,913,888,valid,valid,valid
Image5,bead45,0.266,0.264,0.639,0.222,0.222,0.836,1.2,1.19,0.76,0.9980315023604048,0.99590817345632,0.9799623412919579,0.99,737,1134,valid,valid,valid
Image5,bead46,0.268,0.264,0.674,0.222,0.222,0.836,1.21,1.19,0.81,0.99708622620458,0.9975636445298588,0.9758568651343495,0.99,927,810,valid,valid,valid
Image5,bead47,0.265,0.265,0.688,0.222,0.222,0.836,1.19,1.19,0.82,0.997425327665514,0.9973785580842099,0.9819714612078789,1.0,364,156,valid,valid,valid
Image5,bead48,0.262,0.27,0.694,0.222,0.222,0.836,1.18,1.21,0.83,0.9923813296760726,0.9929075959806437,0.9791902255223122,0.97,366,321,valid,valid,valid
Image5,bead49,0.271,0.272,0.687,0.222,0.222,0.836,1.22,1.22,0.82,0.9958478289271513,0.993785264046582,0.9777123005895465,1.0,148,1098,valid,valid,valid
Image5,bead50,0.264,0.264,0.666,0.222,0.222,0.836,1.19,1.19,0.8,0.9973482357096738,0.9968879097841049,0.9825666273566793,1.0,986,246,valid,valid,valid
Image5,bead51,0.269,0.263,0.682,0.222,0.222,0.836,1.21,1.18,0.82,0.9966202206075735,0.99599497963454,0.9765110469035067,0.98,241,278,valid,valid,valid
Image5,bead52,0.271,0.27,0.69,0.222,0.222,0.836,1.22,1.21,0.82,0.9967730813293796,0.9966706893475202,0.9800107676735442,0.99,51,176,valid,valid,valid
Image5,bead53,,,,,,,,,,0.9978567932724114,0.997997349242855,0.9780166100935027,,520,70,valid,valid,valid
Image5,bead54,,,,,,,,,,0.9965386450558116,0.9957296278913254,0.9810067829000222,,1247,1115,valid,valid,valid
Image5,bead55,,,,,,,,,,0.9969556274597509,0.9959252571763173,0.9825267704006507,,1140,1027,valid,valid,valid
Image5,bead56,0.269,0.272,0.694,0.222,0.222,0.836,1.21,1.23,0.83,0.9940723889753235,0.9928712480125116,0.9760155922616094,0.99,1221,1021,valid,valid,valid
Image5,bead57,0.273,0.259,0.676,0.222,0.222,0.836,1.23,1.16,0.81,0.9910899267301533,0.9948914625207751,0.9785325161350624,0.95,238,1131,valid,valid,valid
Image5,bead58,0.26,0.265,0.709,0.222,0.222,0.836,1.17,1.19,0.85,0.9963510215175819,0.9971077632389701,0.976464924714478,0.98,60,467,valid,valid,valid
Image5,bead59,0.257,0.276,0.68,0.222,0.222,0.836,1.16,1.24,0.81,0.9976691801397085,0.9904969247876076,0.9730186406395281,0.93,247,90,valid,valid,valid
Image5,bead60,0.262,0.266,0.687,0.222,0.222,0.836,1.18,1.2,0.82,0.9937879978844388,0.9940707214404374,0.9760733844943124,0.99,34,274,valid,valid,valid
Image5,bead61,0.282,0.268,0.689,0.222,0.222,0.836,1.27,1.21,0.82,0.9777421868033169,0.9879111485578935,0.9750952195563362,0.95,71,44,valid,valid,valid
Image1,bead0,,,,,,,,,,0.9990050553610901,0.9979926865737007,0.9697365011717742,,1198,806,valid,valid,valid
Image1,bead1,,,,,,,,,,0.998538017288607,0.9981186515407579,0.9701237009200351,,103,563,valid,valid,valid
Image1,bead2,,,,,,,,,,0.9949236215077853,0.9967018704122506,0.9694726787735478,,850,623,valid,valid,valid
Image1,bead3,,,,,,,,,,0.9979320979092234,0.9959003762237784,0.9666186871210831,,573,527,valid,valid,valid
Image1,bead4,,,,,,,,,,0.9979767302644096,0.9975664818458695,0.9696184804303444,,742,990,valid,valid,valid
Image1,bead5,,,,,,,,,,0.9958972558616237,0.9972445697403053,0.9693970923868636,,675,245,valid,valid,valid
Image1,bead6,,,,,,,,,,0.9967913636690303,0.9977876995322164,0.9680031213848572,,1051,597,valid,valid,valid
Image1,bead7,,,,,,,,,,0.9968786006800069,0.9959017191683348,0.9722994327596677,,166,164,valid,valid,valid
Image1,bead8,,,,,,,,,,0.9982154245305039,0.9965268624140048,0.9649020540387803,,1143,553,valid,valid,valid
Image1,bead9,,,,,,,,,,0.9980147629953658,0.9982040568966399,0.9719082434529555,,908,145,valid,valid,valid
Image1,bead10,,,,,,,,,,0.9980870289328434,0.996716216230955,0.9689666055893829,,826,276,valid,valid,valid
Image1,bead11,,,,,,,,,,0.9976104238625711,0.9972557883215213,0.9697457632145938,,773,704,valid,valid,valid
Image1,bead12,,,,,,,,,,0.9981050651024068,0.996822395140532,0.9698932370337061,,925,422,valid,valid,valid
Image1,bead13,,,,,,,,,,0.9982796202591111,0.9949500551465277,0.9694988350313918,,958,1098,valid,valid,valid
Image1,bead14,,,,,,,,,,0.9968026362346221,0.9972809972808885,0.9699582063096664,,467,46,valid,valid,valid
Image1,bead15,,,,,,,,,,0.9968528970193212,0.9971694850063606,0.9655522711295496,,623,830,valid,valid,valid
Image1,bead16,,,,,,,,,,0.9965203305207401,0.9969682633839454,0.9656364221638536,,701,860,valid,valid,valid
Image1,bead17,,,,,,,,,,0.9974269026761741,0.9972370215016824,0.9755224428692288,,865,1133,valid,valid,valid
Image1,bead18,,,,,,,,,,0.9974666371170474,0.9970772047460991,0.9690626042376764,,800,409,valid,valid,valid
Image1,bead19,,,,,,,,,,0.9985438991804502,0.9966283860045317,0.9672610124990768,,634,929,valid,valid,valid
Image1,bead20,,,,,,,,,,0.9971592745280854,0.995843915873281,0.9717327754627408,,1110,346,valid,valid,valid
Image1,bead21,0.265,0.271,0.786,0.222,0.222,0.836,1.19,1.22,0.94,0.9978003995773259,0.9973058184250286,0.9675415027055174,0.98,214,1093,valid,valid,outlier (above upper fence of 0.77µm)
Image1,bead22,,,,,,,,,,0.9971406424817383,0.9973807738950005,0.9688339281970136,,62,1171,valid,valid,outlier (above upper fence of 0.77µm)
Image1,bead23,,,,,,,,,,0.9973529650343081,0.9979759280061886,0.9725006876475111,,1088,87,valid,valid,valid
Image1,bead24,,,,,,,,,,0.9956683451603446,0.997130908275219,0.9715555905991164,,571,38,valid,valid,valid
Image1,bead25,,,,,,,,,,0.9931527015995261,0.9955793759122591,0.963995170230023,,511,944,valid,valid,valid
Image1,bead26,,,,,,,,,,0.9981115651556055,0.9966916344418549,0.9654567148065845,,894,1072,valid,valid,valid
Image1,bead27,,,,,,,,,,0.996979321589392,0.9928934048963832,0.9634418468095408,,530,1115,valid,valid,valid
Image1,bead28,,,,,,,,,,0.9971801432418138,0.9962383944122372,0.967687575477492,,118,914,outlier (above upper fence of 0.286µm),valid,valid
Image1,bead29,,,,,,,,,,0.9979299117599286,0.9976206536369604,0.9687303909492916,,724,204,valid,valid,valid
Image1,bead30,,,,,,,,,,0.997748615598625,0.9961892061505809,0.9662023301479739,,1095,438,valid,valid,valid
Image1,bead31,,,,,,,,,,0.9965296855942699,0.9959284458718206,0.9664043470202454,,487,702,valid,valid,valid
Image1,bead32,,,,,,,,,,0.997484772419594,0.9964753418536859,0.9737108307399479,,85,161,valid,valid,valid
Image1,bead33,,,,,,,,,,0.9963174881755422,0.9944595368285436,0.9674201196106569,,644,1001,valid,valid,valid
Image1,bead34,,,,,,,,,,0.9962600641123232,0.9958406490272487,0.9729797947804125,,1225,955,valid,valid,valid
