Image,Bead,X_measured_FWHM,Y_measured_FWHM,Z_measured_FWHM,X_theoretical_FWHM,Y_theoretical_FWHM,Z_theoretical_FWHM,X_ratio,Y_ratio,Z_ratio,X_fit,Y_fit,Z_fit,Lateral_Asymmetry,X_coordinate,Y_coordinate,X_validity,Y_validity,Z_validity
Image8,bead31,0.227,0.231,0.555,0.191,0.191,0.72,1.19,1.21,0.77,0.9982882614617682,0.9978847548482788,0.9905743711124665,0.98,399,1180,valid,valid,valid
Image8,bead32,0.234,0.235,0.546,0.191,0.191,0.72,1.22,1.23,0.76,0.9990377775988809,0.9963210434015461,0.9902186015059756,1.0,1123,945,valid,valid,valid
Image8,bead33,0.221,0.233,0.571,0.191,0.191,0.72,1.16,1.22,0.79,0.9974370121656482,0.9965147065309299,0.9911517487527555,0.95,857,324,valid,valid,valid
Image8,bead34,0.229,0.235,0.544,0.191,0.191,0.72,1.2,1.23,0.76,0.9980509596760522,0.9966059966160038,0.9919430296097462,0.97,465,999,valid,valid,valid
Image8,bead35,0.218,0.23,0.53,0.191,0.191,0.72,1.14,1.2,0.74,0.9961631983611265,0.9969300021806384,0.9906648449354272,0.95,1259,315,valid,valid,valid
Image8,bead36,0.218,0.219,0.515,0.191,0.191,0.72,1.14,1.15,0.72,0.9963254536297758,0.9957967370420231,0.9913245521970186,1.0,414,222,valid,valid,valid
Image8,bead37,0.191,0.187,0.531,0.191,0.191,0.72,1.0,0.98,0.74,0.9510051518894955,0.925416751294976,0.8935654501847745,0.98,400,923,outlier (below lower fence of 0.211µm),R2 below R2 Threshold,R2 below R2 Threshold
Image9,bead0,0.774,0.269,0.695,0.191,0.191,0.72,4.05,1.41,0.97,0.9290968599304308,0.9959474322056503,0.9893499917922464,0.35,820,253,R2 below R2 Threshold,outlier (above upper fence of 0.26µm),outlier (above upper fence of 0.682µm)
Image9,bead1,0.256,0.288,0.6,0.191,0.191,0.72,1.34,1.5,0.83,0.9991307037892642,0.999117209906596,0.993501336075326,0.89,969,727,outlier (above upper fence of 0.256µm),outlier (above upper fence of 0.26µm),valid
Image9,bead2,0.232,0.244,0.599,0.191,0.191,0.72,1.21,1.28,0.83,0.9992437732967175,0.9971887820578041,0.9938149682170876,0.95,238,121,valid,valid,valid
Image9,bead3,0.235,0.26,0.589,0.191,0.191,0.72,1.23,1.36,0.82,0.9992279744589915,0.9989467091403335,0.9929369241897572,0.9,480,772,valid,valid,valid
Image9,bead4,0.228,0.264,0.58,0.191,0.191,0.72,1.19,1.38,0.81,0.9990136527276822,0.9979956755053898,0.9934595604091665,0.87,876,386,valid,outlier (above upper fence of 0.26µm),valid
Image9,bead5,0.233,0.254,0.574,0.191,0.191,0.72,1.22,1.33,0.8,0.9982295162955872,0.9987166856451322,0.9939440237772948,0.92,743,233,valid,valid,valid
Image9,bead6,0.229,0.228,0.571,0.191,0.191,0.72,1.2,1.19,0.79,0.9983252876938199,0.9985806586316021,0.9926118085320865,0.99,1033,634,valid,valid,valid
Image9,bead7,0.233,0.237,0.578,0.191,0.191,0.72,1.22,1.24,0.8,0.9989429347493295,0.9973580149927112,0.9935555378878944,0.98,927,342,valid,valid,valid
Image9,bead8,0.23,0.237,0.575,0.191,0.191,0.72,1.2,1.24,0.8,0.9985270032555483,0.9977637974100503,0.9932413401948749,0.97,766,442,valid,valid,valid
Image9,bead9,0.227,0.229,0.571,0.191,0.191,0.72,1.19,1.2,0.79,0.999030550338427,0.9980007434427268,0.9935689436909312,0.99,978,997,valid,valid,valid
Image9,bead10,0.232,0.232,0.575,0.191,0.191,0.72,1.21,1.21,0.8,0.9988927157997287,0.9988632934610772,0.9934605693988141,1.0,91,1104,valid,valid,valid
Image9,bead11,0.232,0.229,0.572,0.191,0.191,0.72,1.22,1.2,0.8,0.9977182064766147,0.997451805212039,0.992061093797893,0.99,1018,520,valid,valid,valid
Image9,bead12,0.229,0.235,0.573,0.191,0.191,0.72,1.2,1.23,0.8,0.9992080691802591,0.9981839820814304,0.9926400580494632,0.98,408,648,valid,valid,valid
Image9,bead13,0.231,0.238,0.581,0.191,0.191,0.72,1.21,1.25,0.81,0.9981907798111833,0.9965968406952804,0.9927101682688115,0.97,50,631,valid,valid,valid
Image9,bead14,0.228,0.229,0.569,0.191,0.191,0.72,1.19,1.2,0.79,0.9979498832089165,0.9979270221196185,0.9931868578116481,1.0,594,587,valid,valid,valid
Image9,bead15,0.231,0.226,0.569,0.191,0.191,0.72,1.21,1.18,0.79,0.9982379743653391,0.9972946993818249,0.9938782116112702,0.98,1050,1174,valid,valid,valid
Image9,bead16,0.227,0.222,0.553,0.191,0.191,0.72,1.19,1.16,0.77,0.998550224306989,0.9987669719809367,0.9938087439106907,0.98,493,992,valid,valid,valid
Image9,bead17,0.232,0.231,0.59,0.191,0.191,0.72,1.21,1.21,0.82,0.9981946465766727,0.9985768871705135,0.9792775721703028,0.99,1230,952,valid,valid,valid
Image9,bead18,0.235,0.234,0.565,0.191,0.191,0.72,1.23,1.22,0.79,0.9968440726209409,0.9979370394164049,0.9913937147982467,0.99,965,515,valid,valid,valid
Image9,bead19,0.229,0.228,0.576,0.191,0.191,0.72,1.2,1.19,0.8,0.9992318273937788,0.9989476901926653,0.9906033495311812,1.0,1121,88,valid,valid,valid
Image9,bead20,0.228,0.23,0.579,0.191,0.191,0.72,1.19,1.2,0.8,0.9986258217384667,0.9979216358753917,0.9911904628423487,0.99,654,724,valid,valid,valid
Image9,bead21,0.238,0.233,0.578,0.191,0.191,0.72,1.24,1.22,0.8,0.9987099435465664,0.9985311269076771,0.9926039907043729,0.98,911,546,valid,valid,valid
Image9,bead22,0.255,0.222,0.578,0.191,0.191,0.72,1.34,1.16,0.8,0.999138097090789,0.9964684415474202,0.9943945370382572,0.87,140,228,valid,valid,valid
Image9,bead23,0.23,0.224,0.565,0.191,0.191,0.72,1.2,1.17,0.78,0.9978220149700424,0.9974838308098621,0.9929860620686595,0.98,443,726,valid,valid,valid
Image9,bead24,0.228,0.234,0.559,0.191,0.191,0.72,1.19,1.23,0.78,0.9979572967849,0.9961146507046018,0.9944977757220452,0.97,1053,938,valid,valid,valid
Image9,bead25,0.235,0.231,0.558,0.191,0.191,0.72,1.23,1.21,0.77,0.9966001361925333,0.9981626366707407,0.9943625454992546,0.98,780,194,valid,valid,valid
Image9,bead26,0.231,0.231,0.576,0.191,0.191,0.72,1.21,1.21,0.8,0.9982658818940421,0.9963162689914777,0.9937504497686499,1.0,1240,1018,valid,valid,valid
Image9,bead27,0.231,0.225,0.567,0.191,0.191,0.72,1.21,1.18,0.79,0.9978705792893907,0.9986045029629712,0.9943233329469402,0.98,341,668,valid,valid,valid
Image9,bead28,0.229,0.225,0.568,0.191,0.191,0.72,1.2,1.18,0.79,0.9982845808745155,0.9979444879773105,0.9925222206116806,0.98,1154,604,valid,valid,valid
Image9,bead29,0.23,0.231,0.571,0.191,0.191,0.72,1.21,1.21,0.79,0.9987419126315374,0.9977417457287415,0.9938026709885649,1.0,93,1249,valid,valid,valid
Image9,bead30,0.237,0.23,0.577,0.191,0.191,0.72,1.24,1.2,0.8,0.9968659480647901,0.9982150924664188,0.9928962975609842,0.97,568,173,valid,valid,valid
Image9,bead31,0.237,0.239,0.577,0.191,0.191,0.72,1.24,1.25,0.8,0.998813010354371,0.997156889116579,0.9932021785552553,0.99,226,517,valid,valid,valid
Image9,bead32,0.228,0.238,0.604,0.191,0.191,0.72,1.19,1.24,0.84,0.997769015771816,0.9970396848308269,0.9836669877151606,0.96,1150,437,valid,valid,valid
Image9,bead33,0.235,0.232,0.567,0.191,0.191,0.72,1.23,1.21,0.79,0.9981159282675164,0.9977331331483197,0.9947385423458843,0.98,787,141,valid,valid,valid
Image9,bead34,0.235,0.23,0.566,0.191,0.191,0.72,1.23,1.2,0.79,0.9966900366197262,0.9972429403412836,0.9933062204457139,0.98,415,381,valid,valid,valid
Image9,bead35,0.227,0.225,0.558,0.191,0.191,0.72,1.19,1.18,0.78,0.9981667558522921,0.9977958935629255,0.9939473761352974,0.99,847,780,valid,valid,valid
Image9,bead36,0.228,0.233,0.559,0.191,0.191,0.72,1.19,1.22,0.78,0.9967766434632211,0.9976488958447853,0.993712739959654,0.98,863,223,valid,valid,valid
Image9,bead37,0.233,0.228,0.576,0.191,0.191,0.72,1.22,1.19,0.8,0.9982239899086647,0.9979484141821436,0.9920394080129097,0.98,140,895,valid,valid,valid
Image9,bead38,0.227,0.231,0.564,0.191,0.191,0.72,1.19,1.21,0.78,0.9973147203709013,0.9980490899410305,0.9905782006972159,0.98,616,279,valid,valid,valid
Image9,bead39,0.223,0.237,0.592,0.191,0.191,0.72,1.17,1.24,0.82,0.996796972212925,0.9958804697118951,0.990430748717911,0.94,316,345,valid,valid,valid
Image9,bead40,0.23,0.226,0.579,0.191,0.191,0.72,1.2,1.18,0.8,0.9983384983411596,0.996131107033696,0.9895215457264254,0.98,599,467,valid,valid,valid
Image9,bead41,0.224,0.227,0.57,0.191,0.191,0.72,1.17,1.19,0.79,0.9975103910968687,0.9977638304786359,0.9930794318482419,0.99,125,627,valid,valid,valid
Image9,bead42,0.243,0.23,0.597,0.191,0.191,0.72,1.27,1.2,0.83,0.9957490676130114,0.9957974340561335,0.9795353910461987,0.95,741,498,valid,valid,valid
Image9,bead43,0.225,0.225,0.553,0.191,0.191,0.72,1.18,1.18,0.77,0.99781166524964,0.9969909191236368,0.9948508364030748,1.0,1020,243,valid,valid,valid
Image9,bead44,0.226,0.23,0.57,0.191,0.191,0.72,1.18,1.2,0.79,0.9991008084098613,0.99639453181517,0.9917713402604058,0.98,609,351,valid,valid,valid
Image9,bead45,0.232,0.236,0.568,0.191,0.191,0.72,1.22,1.23,0.79,0.9971401822093825,0.9980479517183845,0.9900031348785,0.98,672,157,valid,valid,valid
Image9,bead46,0.232,0.233,0.576,0.191,0.191,0.72,1.22,1.22,0.8,0.9984793815039502,0.9964408081783662,0.9893603037789472,1.0,1028,300,valid,valid,valid
Image9,bead47,0.219,0.225,0.563,0.191,0.191,0.72,1.15,1.18,0.78,0.9979286008464459,0.9984518240531113,0.9927358994924489,0.97,962,844,valid,valid,valid
Image9,bead48,0.235,0.229,0.59,0.191,0.191,0.72,1.23,1.2,0.82,0.9984694552648369,0.9964440974531297,0.9919204273600685,0.98,60,471,valid,valid,valid
Image9,bead49,0.227,0.222,0.571,0.191,0.191,0.72,1.19,1.16,0.79,0.9990713020289882,0.9972076119416129,0.9929272145357759,0.98,660,1010,valid,valid,valid
Image9,bead50,0.23,0.229,0.567,0.191,0.191,0.72,1.2,1.2,0.79,0.9993419954300855,0.9983181004890763,0.992031174493079,0.99,112,542,valid,valid,valid
Image9,bead51,0.222,0.242,0.557,0.191,0.191,0.72,1.16,1.27,0.77,0.9993317362912817,0.9968697544819937,0.9933658791949501,0.92,399,227,valid,valid,valid
Image9,bead52,0.227,0.229,0.55,0.191,0.191,0.72,1.19,1.2,0.76,0.9955333099913704,0.9956059363934299,0.9926432058704807,0.99,541,496,valid,valid,valid
Image9,bead53,0.229,0.228,0.553,0.191,0.191,0.72,1.2,1.19,0.77,0.9981015282743168,0.9969780278652377,0.9929167877653193,1.0,106,804,valid,valid,valid
Image9,bead54,0.227,0.228,0.583,0.191,0.191,0.72,1.19,1.19,0.81,0.9982149350485313,0.9950146054758906,0.9919329491854334,1.0,1204,57,valid,valid,valid
Image9,bead55,0.23,0.226,0.575,0.191,0.191,0.72,1.2,1.18,0.8,0.9923177606573498,0.9972913334248653,0.9931478871739946,0.98,471,1239,valid,valid,valid
Image9,bead56,0.217,0.229,0.562,0.191,0.191,0.72,1.14,1.2,0.78,0.9952736257492737,0.9947872385942058,0.9909268637076677,0.95,998,1239,valid,valid,valid
Image9,bead57,0.235,0.241,0.578,0.191,0.191,0.72,1.23,1.26,0.8,0.9959393898561745,0.9958565617668788,0.9895354182650512,0.98,376,53,valid,valid,valid
Image9,bead58,0.216,0.225,0.592,0.191,0.191,0.72,1.13,1.18,0.82,0.9948613660803259,0.9936232314698663,0.9893041594800361,0.96,179,740,valid,valid,valid
Image9,bead59,0.211,0.222,0.572,0.191,0.191,0.72,1.1,1.16,0.79,0.9952576513761844,0.9938825401248075,0.9849199942802211,0.95,1040,1051,valid,valid,valid
Image10,bead0,0.251,0.251,0.591,0.191,0.191,0.72,1.31,1.31,0.82,0.9979621348422012,0.9972390627176089,0.9935107053832966,1.0,426,954,valid,valid,valid
Image10,bead1,0.242,0.247,0.591,0.191,0.191,0.72,1.26,1.29,0.82,0.998198423380861,0.9968885464121325,0.9884353783410897,0.98,596,618,valid,valid,valid
Image10,bead2,0.27,0.249,0.605,0.191,0.191,0.72,1.41,1.3,0.84,0.9885678286247224,0.9962837232346207,0.9919465719986705,0.92,481,986,outlier (above upper fence of 0.256µm),valid,valid
Image10,bead3,0.241,0.245,0.584,0.191,0.191,0.72,1.26,1.28,0.81,0.9985709153033342,0.9971391771410041,0.9922882199576887,0.99,1076,485,valid,valid,valid
Image10,bead4,0.247,0.245,0.597,0.191,0.191,0.72,1.29,1.28,0.83,0.9978982781407377,0.9969401945744811,0.9929006886161967,0.99,350,773,valid,valid,valid
Image10,bead5,0.245,0.243,0.576,0.191,0.191,0.72,1.28,1.27,0.8,0.9975406606418292,0.9968678078284815,0.9919891416807188,0.99,686,487,valid,valid,valid
Image10,bead6,0.243,0.252,0.583,0.191,0.191,0.72,1.27,1.32,0.81,0.998126941879932,0.9966690656758945,0.9931427452291266,0.96,326,1238,valid,valid,valid
Image10,bead7,0.247,0.243,0.567,0.191,0.191,0.72,1.29,1.27,0.79,0.9977174858847258,0.9970645642459014,0.9927357994484741,0.99,348,907,valid,valid,valid
Image10,bead8,0.248,0.245,0.588,0.191,0.191,0.72,1.3,1.28,0.82,0.9981679232863794,0.9966169490912664,0.9938101063426641,0.99,179,1220,valid,valid,valid
Image10,bead9,0.258,0.251,0.566,0.191,0.191,0.72,1.35,1.31,0.79,0.9978411965173376,0.9970208458696157,0.993154547829151,0.97,939,784,outlier (above upper fence of 0.256µm),valid,valid
Image10,bead10,0.247,0.246,0.574,0.191,0.191,0.72,1.29,1.28,0.8,0.9977095229865791,0.9966962863020389,0.9918800466197955,0.99,344,1112,valid,valid,valid
Image10,bead11,0.244,0.246,0.606,0.191,0.191,0.72,1.28,1.28,0.84,0.9982042329501417,0.9970290248368753,0.9917954999457744,0.99,189,1023,valid,valid,valid
Image10,bead12,0.243,0.242,0.594,0.191,0.191,0.72,1.27,1.27,0.83,0.9979535894598677,0.9969190840700404,0.9925722412698516,1.0,202,580,valid,valid,valid
Image10,bead13,0.246,0.245,0.6,0.191,0.191,0.72,1.28,1.28,0.83,0.9983187346694973,0.9968044755963754,0.9921539444167761,1.0,394,324,valid,valid,valid
Image10,bead14,0.248,0.243,0.568,0.191,0.191,0.72,1.3,1.27,0.79,0.9972185813347084,0.9963557809748094,0.9917618496275259,0.98,621,695,valid,valid,valid
Image10,bead15,0.247,0.242,0.573,0.191,0.191,0.72,1.29,1.27,0.8,0.9972686577204534,0.9965341354703898,0.9918232527493966,0.98,558,751,valid,valid,valid
Image10,bead16,0.245,0.242,0.586,0.191,0.191,0.72,1.28,1.26,0.81,0.9977208045727834,0.9966849983947331,0.9921173239033539,0.99,270,649,valid,valid,valid
Image10,bead17,0.241,0.243,0.548,0.191,0.191,0.72,1.26,1.27,0.76,0.9981092051910382,0.9968342809518078,0.992469094171796,0.99,987,1127,valid,valid,valid
Image10,bead18,0.251,0.242,0.554,0.191,0.191,0.72,1.31,1.27,0.77,0.9966205717251676,0.9957827969172659,0.9944384274603372,0.97,620,1258,valid,valid,valid
Image10,bead19,0.24,0.246,0.588,0.191,0.191,0.72,1.25,1.28,0.82,0.9977908565709903,0.9971229586153183,0.9927256094537524,0.98,470,208,valid,valid,valid
Image10,bead20,0.248,0.245,0.565,0.191,0.191,0.72,1.3,1.28,0.79,0.9975045738466114,0.9965457943266158,0.9913392754297562,0.99,567,542,valid,valid,valid
Image10,bead21,0.244,0.245,0.567,0.191,0.191,0.72,1.27,1.28,0.79,0.9986087348412761,0.996982392893366,0.9927481654859635,0.99,794,1018,valid,valid,valid
Image10,bead22,0.239,0.241,0.593,0.191,0.191,0.72,1.25,1.26,0.82,0.9980457325122765,0.9962083595809055,0.992854687261987,0.99,541,126,valid,valid,valid
Image10,bead23,0.242,0.244,0.586,0.191,0.191,0.72,1.26,1.27,0.81,0.9983572420813797,0.9970418272879285,0.9851428193054821,0.99,914,874,valid,valid,valid
Image10,bead24,0.309,0.254,0.646,0.191,0.191,0.72,1.61,1.33,0.9,0.9990118148185801,0.9953483365944579,0.9902460748565701,0.82,172,102,outlier (above upper fence of 0.256µm),valid,valid
Image10,bead25,0.246,0.246,0.584,0.191,0.191,0.72,1.28,1.29,0.81,0.9983229096745853,0.9969004756250188,0.9939270314177293,1.0,118,1215,valid,valid,valid
Image10,bead26,0.246,0.241,0.573,0.191,0.191,0.72,1.29,1.26,0.8,0.997780639611089,0.9967959148189429,0.9938027543287077,0.98,183,894,valid,valid,valid
Image10,bead27,0.237,0.241,0.581,0.191,0.191,0.72,1.24,1.26,0.81,0.9984695953101639,0.997414956247634,0.9937328951952599,0.98,515,849,valid,valid,valid
Image10,bead28,0.244,0.246,0.562,0.191,0.191,0.72,1.27,1.29,0.78,0.9979894371910756,0.9970402331016797,0.9925604739774622,0.99,859,190,valid,valid,valid
Image10,bead29,0.24,0.241,0.561,0.191,0.191,0.72,1.26,1.26,0.78,0.9984367981159415,0.9973242645890961,0.9922467640879947,1.0,798,768,valid,valid,valid
Image10,bead30,0.24,0.243,0.549,0.191,0.191,0.72,1.25,1.27,0.76,0.9982964892000246,0.9967670874026916,0.9935057259963739,0.99,798,1134,valid,valid,valid
Image10,bead31,0.256,0.246,0.579,0.191,0.191,0.72,1.34,1.28,0.8,0.9968887828346616,0.9957258377052264,0.9925079441521601,0.96,519,272,outlier (above upper fence of 0.256µm),valid,valid
Image10,bead32,0.245,0.244,0.576,0.191,0.191,0.72,1.28,1.27,0.8,0.9977613755121887,0.9970388266286584,0.9925122921606669,0.99,650,416,valid,valid,valid
Image10,bead33,0.25,0.245,0.57,0.191,0.191,0.72,1.31,1.28,0.79,0.9976929084208137,0.9967399452637452,0.9925166068730971,0.98,652,910,valid,valid,valid
Image10,bead34,0.258,0.248,0.611,0.191,0.191,0.72,1.35,1.3,0.85,0.9967789462256679,0.9961989336918597,0.9936445438229796,0.96,569,210,outlier (above upper fence of 0.256µm),valid,valid
Image10,bead35,0.242,0.245,0.549,0.191,0.191,0.72,1.26,1.28,0.76,0.9985457857874841,0.997585370811921,0.9909494184020309,0.99,765,929,valid,valid,valid
Image10,bead36,0.236,0.243,0.556,0.191,0.191,0.72,1.23,1.27,0.77,0.9982981168414713,0.9966685708351664,0.9928533881386082,0.97,966,621,valid,valid,valid
Image10,bead37,0.239,0.242,0.563,0.191,0.191,0.72,1.25,1.26,0.78,0.9984541083900954,0.9969513371036263,0.9935737178103352,0.99,584,1035,valid,valid,valid
Image10,bead38,0.24,0.244,0.554,0.191,0.191,0.72,1.26,1.27,0.77,0.9981220320965902,0.9969487124519791,0.9938032241632931,0.99,614,1097,valid,valid,valid
Image10,bead39,0.241,0.237,0.568,0.191,0.191,0.72,1.26,1.24,0.79,0.9979218214428397,0.9960850955753915,0.9927243081165552,0.98,434,572,valid,valid,valid
Image10,bead40,0.249,0.249,0.619,0.191,0.191,0.72,1.3,1.3,0.86,0.9981571638853579,0.9969583610541186,0.9919738383017254,1.0,149,22,valid,valid,valid
Image10,bead41,0.259,0.249,0.585,0.191,0.191,0.72,1.35,1.3,0.81,0.9975149127769138,0.9970060888602871,0.9932273458552507,0.96,717,92,outlier (above upper fence of 0.256µm),valid,valid
Image10,bead42,0.26,0.242,0.598,0.191,0.191,0.72,1.36,1.26,0.83,0.9866864591553132,0.996037460055156,0.9905662602345068,0.93,287,381,outlier (above upper fence of 0.256µm),valid,valid
Image10,bead43,0.259,0.239,0.58,0.191,0.191,0.72,1.36,1.25,0.81,0.9862061768917522,0.99591199087692,0.9917107717373164,0.92,146,594,outlier (above upper fence of 0.256µm),valid,valid
Image10,bead44,0.245,0.242,0.572,0.191,0.191,0.72,1.28,1.27,0.79,0.9976694646617873,0.9969213023978812,0.9933012247727763,0.99,969,214,valid,valid,valid
Image10,bead45,0.241,0.246,0.592,0.191,0.191,0.72,1.26,1.29,0.82,0.9983900167891149,0.997209920569687,0.9936808422572502,0.98,670,35,valid,valid,valid
Image10,bead46,0.242,0.238,0.566,0.191,0.191,0.72,1.27,1.25,0.79,0.9983922069354746,0.996970918801403,0.992010673369232,0.98,27,648,valid,valid,valid
Image10,bead47,0.244,0.244,0.564,0.191,0.191,0.72,1.28,1.27,0.78,0.9979973363372439,0.9971457883762933,0.9941116307206777,1.0,840,128,valid,valid,valid
Image10,bead48,0.243,0.239,0.579,0.191,0.191,0.72,1.27,1.25,0.8,0.9976878221724207,0.9970564694366267,0.9932435964608246,0.98,250,518,valid,valid,valid
Image10,bead49,0.249,0.242,0.564,0.191,0.191,0.72,1.3,1.27,0.78,0.9979583728336471,0.9967244884729688,0.9951431822225918,0.97,497,1241,valid,valid,valid
Image10,bead50,0.234,0.235,0.544,0.191,0.191,0.72,1.22,1.23,0.76,0.9979211681011042,0.9969687241266613,0.992205430276106,1.0,739,865,valid,valid,valid
Image10,bead51,0.234,0.233,0.575,0.191,0.191,0.72,1.22,1.22,0.8,0.9982800327980795,0.9972495874960878,0.9937605650078807,1.0,37,543,valid,valid,valid
Image10,bead52,0.033,117.121,4.041,0.191,0.191,0.72,0.17,612.4,5.61,0.17328327110626585,0.7027129560839662,0.5568234032879248,0.0,1189,740,R2 below R2 Threshold,R2 below R2 Threshold,R2 below R2 Threshold
Image10,bead53,0.032,265.824,27.786,0.191,0.191,0.72,0.17,1389.93,38.61,0.21005970289840714,0.3027633661575243,0.6975822071382245,0.0,1174,516,R2 below R2 Threshold,R2 below R2 Threshold,R2 below R2 Threshold
